0,25,..(((.[[[[[[)))...]]]]]].
1,25,.(((..[[[[[[)))...]]]]]].
2,25,.(((.[[[[)))........]]]].
3,25,.((((..[[[)))).....]]]...
4,25,.(((.[[[[[[)))..]]]]]]...
5,25,.(((.[[[[[.)))....].]]]].
6,32,.((((..[[[[[)))).........]]]]]..
7,32,.(((((...[[[[[))))).......]]]]].
8,32,.((((....[[[[[[[))))...]]]]]]]..
9,32,........(((((...[[[.)))))..]]]..
10,32,.((((.....[[[[[))))......].]]]].
11,33,.((((((((..[[[[)))))))).....]]]].
12,33,.((((....[[[[[[))))......].]]]]].
13,33,.((((.....[[[[.))))........]]]]..
14,33,..(((((..[[[[[[)))))......]]]]]].
15,33,.(((((.[[[[[[[))))).......]]]]]]]
16,33,.(((((..[[[[[[[))))).....]]]]]]].
17,33,.((((.....[[[[[))))......].]]]]..
18,35,.((((((..[[[[[)))))).........]]]]].
19,35,.((((((.[[[[[))))))..........]]]]].
20,35,.((((..[[[[[[[[))))......].]]]]]]].
21,35,...((((...[[[[[[[[))))....]]]]]]]].
22,42,...............(((...[[[[[[)))...]]]]]]...
23,42,...............(((....[[[[[)))...]]]]]....
24,42,................(((..[[[[[[)))...]]]]]]...
25,52,..............((((((.[[[[[[))))))............]]]]]].
26,52,((((((((((.(((.[[[.[[[))).)))))))))).........]]].]]]
27,56,.((((((((...((((.....)))).[[[))))))))................]]]
28,56,.((((((((...............[[[[[[[[[[.))))))))..]]]]]]]]]].
29,56,(((((((((((..))(((......)))((.[[[[[[.))))))))))).]]]]]].
30,61,...........((((((((.[[[[[[[)))).))))..................]]]]]]]
31,61,.((((((((.....((((....))))[[[[[.))))))))................]]]]]
32,61,...........((((((((..[[[[[[[)))))))).................]]]]]]].
33,61,(((((((((........................[[[[[[[))))))).))...]]].]]]]
34,61,...........((((((.(..[[[[[[[).))))))..................]]]]]]]
35,63,...........((((((((.[[[[[[[)))).))))..................]]]]]]]..
36,63,(((((((.[[[[[[[[(((..[....))))))))))].((((.....))))....]]]]]]]]
37,64,.((((..((((....)))).....[[[[.[[[[.))))((((.....))))...]]]].]]]].
38,64,.((((..((((....)))).....[[[[.[[[[[))))((((.....))))..]]]]].]]]].
39,64,.((((..((((....)))).....[[[[.[[[[[)))).(((.....)))...]]]]].]]]].
40,64,.((((((.((((((((..((....[[[[[[[.))..)))))))).))))))....]]]]]]]..
41,64,(((((((.[[[[[[[[(((..[....))))))))))].(((((....)))))....]]]]]]]]
42,66,.(((((((.......((((((((......))))))))....[[[[[)))))))....]]]]]....
43,66,(((((((..[[[[[[[(((..[....))))))))))].(..((((....)))).)....]]]]]]]
44,66,.((((((.....[[[((((....(((((((.....))))))).))))))))))........]]]..
45,66,............((((((((((...[[[[[[[[[)))))...))))).........]]]]]]]]].
46,66,.((((((((.....(((((.((((....)))))))))[[[[[[)))))))).....]]]]]]....
47,72,............((((((.((((((....[[[[[[[))))))))))))...............]]]]]]]..
48,72,.(((((((((.......((((((((....))))))))[[[[[)))))))))..............]]]]]..
49,72,.((..((((((((((.((((((.......))))))...)).....[[[......))))))))..))]]]...
50,73,.((((((((((((((((..))((((....))))...[[[[[[[.)))))))..))))))).....]]]]]]].
51,73,.............(((((((((((...[[[[[[...)))))))))))...................]]]]]].
52,73,.(((((((((((((............)))))))).........[[[[[....(((...))))))))]]]]]..
53,73,((((.[[[[[..))))........(((((]]]]]((((....((((....)))).))))........))))).
54,73,.((((((((((((.[[[[[[.........)))))))))))).....((.(((((.]]]]]]))))).))....
55,76,.((((((((((((((((..))((((....))))...[[[[[[[.)))))))..))))))).......]]]]]]]..
56,76,.(((....(((((((((((((((.........[[[[[[[.[[[.))))))))))))))))))..]]].]]]]]]].
57,76,.(((((....(((((.((....)).)))))...[[[.[[[[[[(((....))))))))........]]]]]]]]].
58,76,(((((((......[[[.[[[[[(((.[[....))))))))))]]...(((((.....)))))......]]]]]]]]
59,77,((((((....[[[[[)))))).(((((.......)))))..........(((((((.........)))))))]]]]]
60,77,(((((((..[[[[[[[(((.[[....))))))))))]].(((((((.(((....))).))))))).....]]]]]]]
61,78,.(((((....((((.(((....)))..))))..[[[[.[[[[[[(((....)))))))).......]]]].]]]]]].
62,78,(((((((..[[[[[[[[(((.[[.....))))))))))]]...(((((((.(...).))))))).....].]]]]]]]
63,81,(((((((.....[[[.[[[[[(((.[[....))))))))))]].((((((.(((...))).))).))).....]]]]]]]]
64,81,.(((((((((.......((((((((((........[[[[[......)))))))))).....)))))))))...]]]]]...
65,81,.(((((((((......((((((((.........[[[[[[[........))))))))....)))))))))..]]]]]]]...
66,82,(((((((.....[[[.[[[[[(((.[[....))))))))))]].((((((((((....))))))))))......]]]]]]]]
67,82,.(((((((((......((((((((((..........[[[[[[[......))))))))))....)))))))))..]]]]]]].
68,82,...........((((((((((((((...[[[[[)))))))))))))).............................]]]]].
69,82,.(.((.((((((((..(((((((....[[.[[[[))))))))))))))))))..]]]].]](((..(((.....))).))).
70,82,(((((((......[[[[[[[[(((.[[....))))))))))]]..((((((.((....)).)))))).......]]]]]]]]
71,82,............(((((((((((...[[[[[[[)))))))))))((((((((.........))).)))))...]].]]]]].
72,88,(((((((.........[[[[[[[(((.[[....))))))))))]]...((((((((((.........))))))))))....]]]]]]]
73,88,.(((((((..[[[[[[[{{{.[[.....}}})))))))]]....(((((((((((((...))))))))).)))).....]]]]]]]..
74,92,.(((((((.((.((((((((((.(((((....))))))))).)))))).))....[[[.[[[[[..)))))))..........]]]]]]]].
75,104,(((((((..[[.[[[[(((.[[....))))))))))]]((..(((((((((.....(((((((...........)).))))).)))))))))))....]]]]]]
76,110,((((((.(((((...((((((....))))))))))).[[[[[[[[[.....)))))).....(((((((......)))))))...]]]]]]]]].((((((...))))))
77,120,.......((((((([[[[[[[[..[[[[[..[[[[[....[[[[[[[[..[[[..[[[[....))))))).......]]]].]]]]]]]]]]]...]]]]].]]]]]....]]].]]]]]
78,120,(((((([[.[[[[[[[[[[[[..[[[[[.[[[[[[[[[[...[[[..[[[[....))))))........]]]].]]].]]]]]]]]]]]]]]].]]]]]]]..]]].]].]]........
79,128,........((((((((((((((...........[[[[[[[[((((((..(((((......)))))))))))((((((....))))))......))))))))).)))))...........]]]]]]]].
80,130,.............((((([[...[[[..[[[..[[......[[[[[[[[[[..[[[[..[[[[....))))).........]]]].]]]]]]]]]]]]]]....]]]]]...]]]....]].........
81,130,.....(((((..[[[[[[[...........[[[[[....[[[[........[[[[....(((...))).))))).((((.......)))).]]]].......]].]].]]]]]]]].]]]].........
82,130,........(((((([[.[.[[[[[[[[[...[[.[..[[[[[.[[[[...[[[..[[[[[[..))))))......]]]]]].]]].]]]].]]]]].].]]..]]]].]]]].].]]]............
83,180,(((((((.....(((((.(((((((....))).)))).)))))...[[[[.[[[[[[[(((.[[....))))))))))]]...((((((((((((..((((((.(((((((((.....))))))))).....((((...))))))))))...)))))))))))).....]]]]]]]]]]]
